#GENE_SYMBOL	ENTREZ_GENE_ID	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	EXOMISER_GENE_COMBINED_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
OR11H1	81061	0.5000	0.9011	0.5462	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to MEFV associated with Behçet disease (ORPHA:117): Seizure (HP:0001250)-Seizure (HP:0001250), Spasticity (HP:0001257)-Hemiparesis (HP:0001269), Developmental regression (HP:0002376)-Developmental regression (HP:0002376), 	Proximity to MEFV Postnatal microcephaly (HP:0005484)-postnatal growth retardation (MP:0001732), 	
GOLGA6A	342096	0.4375	0.9671	0.5353	0.0000	0.4375	0.0000	0.0000	0.4375	1.0000	0		Spasticity (HP:0001257)-ataxia (MP:0001393), Postnatal microcephaly (HP:0005484)-slow postnatal weight gain (MP:0008489), 				
ZNF366	167465	0.5001	0.8897	0.5202	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to PSAT1 associated with ?Phosphoserine aminotransferase deficiency (OMIM:610992): Seizure (HP:0001250)-Seizure (HP:0001250), Spasticity (HP:0001257)-Hypertonia (HP:0001276), Postnatal microcephaly (HP:0005484)-Postnatal microcephaly (HP:0005484), 	Proximity to PSAT1 Spasticity (HP:0001257)-exencephaly (MP:0000914), Postnatal microcephaly (HP:0005484)-fetal growth retardation (MP:0004201), 	
LILRB3	107987462	0.3978	0.8759	0.2479	0.0000	0.3978	0.0000	0.0000	0.3978	1.0000	0		Spasticity (HP:0001257)-abnormal visual cortex morphology (MP:0000805), Postnatal microcephaly (HP:0005484)-abnormal visual cortex morphology (MP:0000805), 				
GOLGA6L6	727832	0.5000	0.6369	0.0961	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to MEFV associated with Behçet disease (ORPHA:117): Seizure (HP:0001250)-Seizure (HP:0001250), Spasticity (HP:0001257)-Hemiparesis (HP:0001269), Developmental regression (HP:0002376)-Developmental regression (HP:0002376), 	Proximity to MEFV Postnatal microcephaly (HP:0005484)-postnatal growth retardation (MP:0001732), 	
EIF2AK4	440275	0.1556	1.0000	0.0767	0.0000	0.3111	0.0000	0.0000	0.3111	0.5000	0		Spasticity (HP:0001257)-decreased skeletal muscle mass (MP:0004819), Postnatal microcephaly (HP:0005484)-postnatal growth retardation (MP:0001732), 				
NACAD	23148	0.5003	0.5580	0.0491	0.0000	0.0000	0.0000	0.5003	0.5003	1.0000	0				Proximity to CLN5 associated with Ceroid lipofuscinosis, neuronal, 5 (OMIM:256731): Seizure (HP:0001250)-Seizure (HP:0001250), Spasticity (HP:0001257)-Ataxia (HP:0001251), Developmental regression (HP:0002376)-Developmental regression (HP:0002376), 	Proximity to CLN5 Spasticity (HP:0001257)-abnormal brain morphology (MP:0002152), Postnatal microcephaly (HP:0005484)-abnormal brain morphology (MP:0002152), 	
AGAP4	119016	0.5000	0.5144	0.0333	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to DDX3X associated with Intellectual developmental disorder, X-linked, syndrome, Snijders Blok type (OMIM:300958): Seizure (HP:0001250)-Seizure (HP:0001250), Spasticity (HP:0001257)-Spasticity (HP:0001257), Postnatal microcephaly (HP:0005484)-Microcephaly (HP:0000252), 	Proximity to DDX3X Postnatal microcephaly (HP:0005484)-embryonic growth retardation (MP:0003984), 	Proximity to DDX3X Postnatal microcephaly (HP:0005484)-abnormal(ly) decreased size head (ZP:0000054), 
FRG1DP	-1	0.0000	1.0000	0.0162	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
OR4F16	81399	0.0000	1.0000	0.0162	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
CBWD5	220869	0.0000	0.9998	0.0162	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
GOLGA6L4	643707	0.0000	0.9984	0.0160	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
UBE2Q2L	100505679	0.0000	0.9963	0.0157	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
AC011005.1	-1	0.0000	0.9946	0.0155	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGLV3-1	-1	0.0000	0.9932	0.0153	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
EPPK1	83481	0.0000	0.9931	0.0152	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
PDE4DIP	9659	0.0000	0.9913	0.0150	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGHJ6	-1	0.0000	0.9904	0.0149	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
NBPF20	100288142	0.0000	0.9831	0.0139	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGLV2-14	-1	0.0000	0.9781	0.0133	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
MUC5AC	4586	0.0000	0.9761	0.0131	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
TRBV6-5	-1	0.0000	0.9694	0.0123	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
NBPF11	200030	0.0000	0.9651	0.0118	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
ZNF43	7594	0.0000	0.9629	0.0116	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
GOLGA6L9	440295	0.0000	0.9542	0.0107	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
FRG2C	100288801	0.0000	0.9537	0.0107	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
PCDHB16	57717	0.0000	0.9534	0.0106	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGHV3-7	-1	0.0000	0.9453	0.0099	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGKJ2	-1	0.0000	0.8500	0.0041	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
MYO15B	80022	0.0000	0.8500	0.0041	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
RP1L1	94137	0.0000	0.8500	0.0041	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
AL589743.1	-1	0.0000	0.8305	0.0035	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
ABCC10	89845	0.0000	0.8084	0.0028	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
AL365232.1	-1	0.0000	0.8000	0.0026	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
CA15P2	-1	0.0000	0.8000	0.0026	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGLV3-25	-1	0.0000	0.6532	0.0007	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
NBPF14	25832	0.0000	0.5286	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
SPATA31A7	26165	0.0000	0.2544	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
GTF2IRD2	84163	0.0000	0.0635	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
MUC3A	4584	0.0000	0.0328	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
NBPF10	100132406	0.0000	0.0255	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
