#GENE_SYMBOL	ENTREZ_GENE_ID	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	EXOMISER_GENE_COMBINED_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
CBR4	84869	0.5000	0.8000	0.3222	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to GUSB associated with Mucopolysaccharidosis VII (OMIM:253220): Postnatal microcephaly (HP:0005484)-Macrocephaly (HP:0000256), 	Proximity to GUSB Spasticity (HP:0001257)-shortened head (MP:0000435), Postnatal microcephaly (HP:0005484)-shortened head (MP:0000435), 	
LILRA6	79168	0.5063	0.6876	0.1531	0.0000	0.3978	0.0000	0.5063	0.5063	1.0000	0		Spasticity (HP:0001257)-abnormal visual cortex morphology (MP:0000805), Postnatal microcephaly (HP:0005484)-abnormal visual cortex morphology (MP:0000805), 		Proximity to FCGR2B associated with Systemic lupus erythematosus, susceptibility to (OMIM:152700): Seizure (HP:0001250)-Seizure (HP:0001250), 	Proximity to FCGR2B Seizure (HP:0001250)-abnormal seizure response to electrical stimulation (MP:0001650), 	
KCNJ18	100134444	0.2232	1.0000	0.1438	0.4465	0.0000	0.0000	0.0000	0.4465	0.5000	0	Thyrotoxic periodic paralysis (ORPHA:79102): Spasticity (HP:0001257)-Tetraplegia (HP:0002445), 					
PDZD2	23037	0.5086	0.4594	0.0223	0.0000	0.0000	0.0000	0.5086	0.5086	1.0000	0				Proximity to GABBR2 associated with Atypical Rett syndrome (ORPHA:3095): Seizure (HP:0001250)-Seizure (HP:0001250), Spasticity (HP:0001257)-Spasticity (HP:0001257), Postnatal microcephaly (HP:0005484)-Microcephaly (HP:0000252), Developmental regression (HP:0002376)-Developmental regression (HP:0002376), 	Proximity to GABBR2 Seizure (HP:0001250)-seizures (MP:0002064), 	
PRAMEF33	645382	0.0000	1.0000	0.0162	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
CNTNAP3B	728577	0.0000	0.9932	0.0153	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
SCGB1C2	653486	0.0000	0.9848	0.0141	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
NBPF11	200030	0.0000	0.9721	0.0126	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
MUC3A	4584	0.0000	0.9595	0.0112	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGHV1-3	-1	0.0000	0.9434	0.0097	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
LILRB3	107987462	0.3978	0.4930	0.0097	0.0000	0.3978	0.0000	0.0000	0.3978	1.0000	0		Spasticity (HP:0001257)-abnormal visual cortex morphology (MP:0000805), Postnatal microcephaly (HP:0005484)-abnormal visual cortex morphology (MP:0000805), 				
GSTT4	25774	0.0000	0.9343	0.0089	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGHV4-4	-1	0.0000	0.9241	0.0082	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
POTEG	404785	0.0000	0.8521	0.0042	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGHV3-11	-1	0.0000	0.8429	0.0039	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGHV1-2	-1	0.0000	0.8315	0.0035	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
EPPK1	83481	0.0000	0.8285	0.0034	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
ADCY10	55811	0.2509	0.5341	0.0031	0.0000	0.1859	0.0000	0.5018	0.5018	0.5000	0		Postnatal microcephaly (HP:0005484)-teratozoospermia (MP:0005578), 			Proximity to GNG3 Seizure (HP:0001250)-convulsive seizures (MP:0000947), Postnatal microcephaly (HP:0005484)-slow postnatal weight gain (MP:0008489), 	
SPATA31A3	727830	0.0000	0.8158	0.0030	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
AKAP9	10142	0.2527	0.4966	0.0022	0.4527	0.1976	0.0000	0.5055	0.5055	0.5000	0	Romano-Ward syndrome (ORPHA:101016): Seizure (HP:0001250)-Seizure (HP:0001250), 	Postnatal microcephaly (HP:0005484)-abnormal spermatogenesis (MP:0001156), 		Proximity to GRIN2D associated with Undetermined early-onset epileptic encephalopathy (ORPHA:442835): Seizure (HP:0001250)-Status epilepticus (HP:0002133), Spasticity (HP:0001257)-Spasticity (HP:0001257), Postnatal microcephaly (HP:0005484)-Microcephaly (HP:0000252), Developmental regression (HP:0002376)-Developmental regression (HP:0002376), 		
WIZ	58525	0.0000	0.7782	0.0021	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
CUZD1	50624	0.0000	0.7504	0.0017	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
LRP1B	53353	0.5000	0.1350	0.0011	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CNPY3 associated with West syndrome (ORPHA:3451): Seizure (HP:0001250)-Infantile spasms (HP:0012469), Developmental regression (HP:0002376)-Developmental regression (HP:0002376), 	Proximity to CNPY3 Postnatal microcephaly (HP:0005484)-postnatal growth retardation (MP:0001732), 	
NBPF12	149013	0.0000	0.6599	0.0007	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
FCGBP	8857	0.0000	0.6122	0.0005	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
DCAF15	90379	0.0000	0.5833	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGHV3-7	-1	0.0000	0.5015	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
LAIR1	3903	0.0000	0.4244	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
LIMCH1	22998	0.0000	0.4006	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
ANKRD30A	91074	0.0000	0.1161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
