#GENE_SYMBOL	ENTREZ_GENE_ID	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	EXOMISER_GENE_COMBINED_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
RIPK3	11035	0.5021	0.9166	0.5865	0.0000	0.4492	0.0000	0.5021	0.5021	1.0000	0		Exocrine pancreatic insufficiency (HP:0001738)-decreased susceptibility to induced pancreatitis (MP:0004155), 		Proximity to RIPK1 associated with Immunodeficiency 57 with autoinflammation (OMIM:618108): Malabsorption (HP:0002024)-Inflammation of the large intestine (HP:0002037), Pulmonary fibrosis (HP:0002206)-Chronic lung disease (HP:0006528), Recurrent respiratory infections (HP:0002205)-Recurrent respiratory infections (HP:0002205), Exocrine pancreatic insufficiency (HP:0001738)-Diarrhea (HP:0002014), 	Proximity to RIPK1 Malabsorption (HP:0002024)-abnormal intestine morphology (MP:0000477), Exocrine pancreatic insufficiency (HP:0001738)-abnormal intestine morphology (MP:0000477), 	
MUC4	4585	0.5034	0.9133	0.5822	0.0000	0.4246	0.0000	0.5034	0.5034	1.0000	0		Recurrent respiratory infections (HP:0002205)-increased susceptibility to Coronaviridae infection (MP:0020949), 			Proximity to MUC2 Malabsorption (HP:0002024)-abnormal intestinal absorption (MP:0001666), Exocrine pancreatic insufficiency (HP:0001738)-abnormal digestive system physiology (MP:0001663), 	
MRPL45	84311	0.5000	0.9145	0.5763	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to PSMC3IP associated with 46,XX gonadal dysgenesis (ORPHA:243): Pulmonary fibrosis (HP:0002206)-Pulmonary fibrosis (HP:0002206), Recurrent respiratory infections (HP:0002205)-Pulmonary fibrosis (HP:0002206), Exocrine pancreatic insufficiency (HP:0001738)-Premature ovarian insufficiency (HP:0008209), 		
DNAH11	8701	0.5906	0.7957	0.5394	0.5906	0.4921	0.0000	0.5015	0.5906	1.0000	0	Primary ciliary dyskinesia (ORPHA:244): Pulmonary fibrosis (HP:0002206)-Atelectasis (HP:0100750), Recurrent respiratory infections (HP:0002205)-Recurrent respiratory infections (HP:0002205), Exocrine pancreatic insufficiency (HP:0001738)-Asplenia (HP:0001746), 	Pulmonary fibrosis (HP:0002206)-abnormal lung lobe morphology (MP:0010975), Recurrent respiratory infections (HP:0002205)-abnormal lung lobe morphology (MP:0010975), 		Proximity to FSHR associated with 46,XX gonadal dysgenesis (ORPHA:243): Pulmonary fibrosis (HP:0002206)-Pulmonary fibrosis (HP:0002206), Recurrent respiratory infections (HP:0002205)-Pulmonary fibrosis (HP:0002206), Exocrine pancreatic insufficiency (HP:0001738)-Premature ovarian insufficiency (HP:0008209), 	Proximity to FSHR Exocrine pancreatic insufficiency (HP:0001738)-abnormal testes secretion (MP:0002782), 	
KIR2DL1	3802	0.5004	0.8969	0.5375	0.0000	0.0000	0.0000	0.5004	0.5004	1.0000	0				Proximity to KLRC4 associated with Behçet disease (ORPHA:117): Malabsorption (HP:0002024)-Malabsorption (HP:0002024), Pulmonary fibrosis (HP:0002206)-Pulmonary infiltrates (HP:0002113), Recurrent respiratory infections (HP:0002205)-Pulmonary infiltrates (HP:0002113), Exocrine pancreatic insufficiency (HP:0001738)-Pancreatitis (HP:0001733), 		
FARP2	9855	0.5000	0.8957	0.5338	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to PTPN22 associated with Granulomatosis with polyangiitis (ORPHA:900): Malabsorption (HP:0002024)-Intestinal obstruction (HP:0005214), Pulmonary fibrosis (HP:0002206)-Pulmonary fibrosis (HP:0002206), Recurrent respiratory infections (HP:0002205)-Recurrent respiratory infections (HP:0002205), Exocrine pancreatic insufficiency (HP:0001738)-Pancreatitis (HP:0001733), 	Proximity to PTPN22 Malabsorption (HP:0002024)-abnormal salivary gland morphology (MP:0000613), Pulmonary fibrosis (HP:0002206)-abnormal lung morphology (MP:0001175), Recurrent respiratory infections (HP:0002205)-abnormal lung morphology (MP:0001175), Exocrine pancreatic insufficiency (HP:0001738)-abnormal salivary gland morphology (MP:0000613), 	
OXER1	165140	0.5013	0.8874	0.5182	0.0000	0.0000	0.0000	0.5013	0.5013	1.0000	0					Proximity to ACKR3 Pulmonary fibrosis (HP:0002206)-pulmonary fibrosis (MP:0006050), Recurrent respiratory infections (HP:0002205)-lung inflammation (MP:0001861), 	
MACC1	346389	0.5000	0.8545	0.4395	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to PEX6 associated with Zellweger syndrome (ORPHA:912): Malabsorption (HP:0002024)-Malabsorption (HP:0002024), Exocrine pancreatic insufficiency (HP:0001738)-Hepatic failure (HP:0001399), 		
NFRKB	4798	0.5002	0.8420	0.4118	0.0000	0.0000	0.0000	0.5002	0.5002	1.0000	0				Proximity to SRCAP associated with Floating-Harbor syndrome (ORPHA:2044): Malabsorption (HP:0002024)-Malabsorption (HP:0002024), Pulmonary fibrosis (HP:0002206)-Prominent nose (HP:0000448), Recurrent respiratory infections (HP:0002205)-Recurrent otitis media (HP:0000403), Exocrine pancreatic insufficiency (HP:0001738)-Feeding difficulties in infancy (HP:0008872), 		
LAMA3	3909	0.5034	0.8341	0.4026	0.4033	0.4063	0.0000	0.5034	0.5034	1.0000	0	Junctional epidermolysis bullosa, generalized severe (ORPHA:79404): Malabsorption (HP:0002024)-Esophageal stricture (HP:0002043), Pulmonary fibrosis (HP:0002206)-Laryngeal stenosis (HP:0001602), Recurrent respiratory infections (HP:0002205)-Laryngeal stenosis (HP:0001602), Exocrine pancreatic insufficiency (HP:0001738)-Feeding difficulties (HP:0011968), 	Malabsorption (HP:0002024)-small stomach (MP:0002691), Exocrine pancreatic insufficiency (HP:0001738)-small stomach (MP:0002691), 		Proximity to LAMA2 associated with Laminin subunit alpha 2-related congenital muscular dystrophy (ORPHA:258): Malabsorption (HP:0002024)-Gastroesophageal reflux (HP:0002020), Pulmonary fibrosis (HP:0002206)-Atelectasis (HP:0100750), Recurrent respiratory infections (HP:0002205)-Recurrent lower respiratory tract infections (HP:0002783), Exocrine pancreatic insufficiency (HP:0001738)-Gastroesophageal reflux (HP:0002020), 	Proximity to LAMA2 Exocrine pancreatic insufficiency (HP:0001738)-abnormal thymus physiology (MP:0003763), 	
LOXHD1	125336	0.5000	0.8315	0.3884	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to ADAMTS3 associated with Hennekam syndrome (ORPHA:2136): Malabsorption (HP:0002024)-Malabsorption (HP:0002024), Pulmonary fibrosis (HP:0002206)-Recurrent respiratory infections (HP:0002205), Recurrent respiratory infections (HP:0002205)-Recurrent respiratory infections (HP:0002205), Exocrine pancreatic insufficiency (HP:0001738)-Malabsorption (HP:0002024), 	Proximity to ADAMTS3 Malabsorption (HP:0002024)-increased hepatocyte apoptosis (MP:0003887), Exocrine pancreatic insufficiency (HP:0001738)-increased hepatocyte apoptosis (MP:0003887), 	
NOP14	8602	0.5046	0.7995	0.3317	0.0000	0.0000	0.1850	0.5046	0.5046	1.0000	0			Exocrine pancreatic insufficiency (HP:0001738)-abnormal(ly) hypoplastic liver (ZP:0000404), 	Proximity to DMP1 associated with Autosomal recessive hypophosphatemic rickets (ORPHA:289176): Malabsorption (HP:0002024)-Malabsorption (HP:0002024), Recurrent respiratory infections (HP:0002205)-Tooth abscess (HP:0030757), Exocrine pancreatic insufficiency (HP:0001738)-Malabsorption (HP:0002024), 	Proximity to DMP1 Recurrent respiratory infections (HP:0002205)-increased susceptibility to bacterial infection (MP:0002412), 	
NABP1	64859	0.5000	0.8000	0.3222	0.3939	0.0000	0.0000	0.5000	0.5000	1.0000	0	Acute promyelocytic leukemia (ORPHA:520): Malabsorption (HP:0002024)-Anorexia (HP:0002039), Pulmonary fibrosis (HP:0002206)-Diffuse alveolar hemorrhage (HP:0025420), Recurrent respiratory infections (HP:0002205)-Chronic infection (HP:0031035), Exocrine pancreatic insufficiency (HP:0001738)-Abdominal pain (HP:0002027), 			Proximity to RFX5 associated with Bare lymphocyte syndrome, type II, complementation group C (OMIM:209920): Malabsorption (HP:0002024)-Malabsorption (HP:0002024), Pulmonary fibrosis (HP:0002206)-Recurrent lower respiratory tract infections (HP:0002783), Recurrent respiratory infections (HP:0002205)-Recurrent lower respiratory tract infections (HP:0002783), Exocrine pancreatic insufficiency (HP:0001738)-Protracted diarrhea (HP:0004385), 	Proximity to RFX5 Exocrine pancreatic insufficiency (HP:0001738)-abnormal Kupffer cell morphology (MP:0008114), 	
CBR4	84869	0.5000	0.8000	0.3222	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to AKR1D1 associated with Congenital bile acid synthesis defect type 2 (ORPHA:79303): Malabsorption (HP:0002024)-Malabsorption (HP:0002024), Recurrent respiratory infections (HP:0002205)-Splenomegaly (HP:0001744), Exocrine pancreatic insufficiency (HP:0001738)-Chronic hepatic failure (HP:0100626), 		
SMG8	55181	0.5002	0.7980	0.3186	0.0000	0.0000	0.0000	0.5002	0.5002	1.0000	0				Proximity to SRP54 associated with Neutropenia, severe congenital, 8, autosomal dominant (OMIM:618752): Malabsorption (HP:0002024)-Steatorrhea (HP:0002570), Recurrent respiratory infections (HP:0002205)-Neutropenia (HP:0001875), Exocrine pancreatic insufficiency (HP:0001738)-Exocrine pancreatic insufficiency (HP:0001738), 		
URB1	9875	0.5000	0.7968	0.3158	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to TCF3 associated with Autosomal agammaglobulinemia (ORPHA:33110): Malabsorption (HP:0002024)-Malabsorption (HP:0002024), Pulmonary fibrosis (HP:0002206)-Recurrent respiratory infections (HP:0002205), Recurrent respiratory infections (HP:0002205)-Recurrent respiratory infections (HP:0002205), Exocrine pancreatic insufficiency (HP:0001738)-Diarrhea (HP:0002014), 	Proximity to TCF3 Exocrine pancreatic insufficiency (HP:0001738)-spleen atrophy (MP:0003643), 	
AHI1	54806	0.5000	0.7929	0.3082	0.3634	0.0000	0.0000	0.5000	0.5000	1.0000	0	Joubert syndrome with ocular defect (ORPHA:220493): Malabsorption (HP:0002024)-Aganglionic megacolon (HP:0002251), Pulmonary fibrosis (HP:0002206)-Anteverted nares (HP:0000463), Recurrent respiratory infections (HP:0002205)-Anteverted nares (HP:0000463), Exocrine pancreatic insufficiency (HP:0001738)-Feeding difficulties (HP:0011968), 			Proximity to OFD1 associated with Orofaciodigital syndrome type 1 (ORPHA:2750): Malabsorption (HP:0002024)-Exocrine pancreatic insufficiency (HP:0001738), Pulmonary fibrosis (HP:0002206)-Choanal atresia (HP:0000453), Recurrent respiratory infections (HP:0002205)-Chronic otitis media (HP:0000389), Exocrine pancreatic insufficiency (HP:0001738)-Exocrine pancreatic insufficiency (HP:0001738), 		
AKAP3	10566	0.5000	0.7894	0.3014	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to LRRC8A associated with Autosomal agammaglobulinemia (ORPHA:33110): Malabsorption (HP:0002024)-Malabsorption (HP:0002024), Pulmonary fibrosis (HP:0002206)-Recurrent respiratory infections (HP:0002205), Recurrent respiratory infections (HP:0002205)-Recurrent respiratory infections (HP:0002205), Exocrine pancreatic insufficiency (HP:0001738)-Diarrhea (HP:0002014), 	Proximity to LRRC8A Pulmonary fibrosis (HP:0002206)-abnormal lung morphology (MP:0001175), Recurrent respiratory infections (HP:0002205)-abnormal lung morphology (MP:0001175), 	
MAN1B1	11253	0.5003	0.7833	0.2903	0.2680	0.0000	0.0000	0.5003	0.5003	1.0000	0	Autosomal recessive non-syndromic intellectual disability (ORPHA:88616): Malabsorption (HP:0002024)-Nasogastric tube feeding (HP:0040288), Exocrine pancreatic insufficiency (HP:0001738)-Nasogastric tube feeding (HP:0040288), 			Proximity to SEC23B associated with ?Cowden syndrome 7 (OMIM:616858): Malabsorption (HP:0002024)-Intestinal polyposis (HP:0200008), Recurrent respiratory infections (HP:0002205)-Hashimoto thyroiditis (HP:0000872), Exocrine pancreatic insufficiency (HP:0001738)-Goiter (HP:0000853), 	Proximity to SEC23B Malabsorption (HP:0002024)-abnormal intestine morphology (MP:0000477), Pulmonary fibrosis (HP:0002206)-nasal gland degeneration (MP:0013581), Recurrent respiratory infections (HP:0002205)-nasal gland degeneration (MP:0013581), Exocrine pancreatic insufficiency (HP:0001738)-abnormal exocrine pancreas physiology (MP:0010148), 	
RBPJL	11317	0.5003	0.7799	0.2837	0.0000	0.0000	0.0000	0.5003	0.5003	1.0000	0				Proximity to HNF1B associated with Renal cysts and diabetes syndrome (OMIM:137920): Malabsorption (HP:0002024)-Exocrine pancreatic insufficiency (HP:0001738), Recurrent respiratory infections (HP:0002205)-Gout (HP:0001997), Exocrine pancreatic insufficiency (HP:0001738)-Exocrine pancreatic insufficiency (HP:0001738), 		Proximity to HNF1B Malabsorption (HP:0002024)-abnormal(ly) disrupted digestive tract morphogenesis (ZP:0002030), Exocrine pancreatic insufficiency (HP:0001738)-abnormal(ly) disrupted pancreas development (ZP:0002029), 
OR2M3	127062	0.5001	0.7631	0.2531	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to PALLD associated with Familial pancreatic carcinoma (ORPHA:1333): Malabsorption (HP:0002024)-Functional intestinal obstruction (HP:0005249), Recurrent respiratory infections (HP:0002205)-Peritoneal abscess (HP:0100592), Exocrine pancreatic insufficiency (HP:0001738)-Exocrine pancreatic insufficiency (HP:0001738), 		
SPECC1L	23384	0.4519	0.8042	0.2306	0.4519	0.0000	0.0000	0.0000	0.4519	1.0000	0	Opitz GBBB syndrome, type II (OMIM:145410): Malabsorption (HP:0002024)-Anal stenosis (HP:0002025), Pulmonary fibrosis (HP:0002206)-Pulmonary hypoplasia (HP:0002089), Recurrent respiratory infections (HP:0002205)-Pulmonary hypoplasia (HP:0002089), Exocrine pancreatic insufficiency (HP:0001738)-Absent gallbladder (HP:0011467), 					
ANKS1A	23294	0.5000	0.7450	0.2230	0.0000	0.1717	0.0000	0.5000	0.5000	1.0000	0		Exocrine pancreatic insufficiency (HP:0001738)-decreased spleen weight (MP:0004953), 		Proximity to BLK associated with MODY (ORPHA:552): Malabsorption (HP:0002024)-Exocrine pancreatic insufficiency (HP:0001738), Exocrine pancreatic insufficiency (HP:0001738)-Exocrine pancreatic insufficiency (HP:0001738), 		
USP40	55230	0.5054	0.7338	0.2148	0.0000	0.0000	0.0000	0.5054	0.5054	1.0000	0				Proximity to PEX6 associated with Zellweger syndrome (ORPHA:912): Malabsorption (HP:0002024)-Malabsorption (HP:0002024), Exocrine pancreatic insufficiency (HP:0001738)-Hepatic failure (HP:0001399), 		
ATXN1	6310	0.2502	0.9831	0.1599	0.2837	0.0000	0.0000	0.5004	0.5004	0.5000	0	Spinocerebellar ataxia type 1 (ORPHA:98755): Malabsorption (HP:0002024)-Dysphagia (HP:0002015), Exocrine pancreatic insufficiency (HP:0001738)-Dysphagia (HP:0002015), 			Proximity to WRAP53 associated with Dyskeratosis congenita (ORPHA:1775): Malabsorption (HP:0002024)-Malabsorption (HP:0002024), Pulmonary fibrosis (HP:0002206)-Recurrent respiratory infections (HP:0002205), Recurrent respiratory infections (HP:0002205)-Recurrent respiratory infections (HP:0002205), Exocrine pancreatic insufficiency (HP:0001738)-Hepatic failure (HP:0001399), 		
ASPM	259266	0.5001	0.6880	0.1453	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to OFD1 associated with Orofaciodigital syndrome type 1 (ORPHA:2750): Malabsorption (HP:0002024)-Exocrine pancreatic insufficiency (HP:0001738), Pulmonary fibrosis (HP:0002206)-Choanal atresia (HP:0000453), Recurrent respiratory infections (HP:0002205)-Chronic otitis media (HP:0000389), Exocrine pancreatic insufficiency (HP:0001738)-Exocrine pancreatic insufficiency (HP:0001738), 		
RECQL5	9400	0.5001	0.6732	0.1293	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to PSMC3IP associated with 46,XX gonadal dysgenesis (ORPHA:243): Pulmonary fibrosis (HP:0002206)-Pulmonary fibrosis (HP:0002206), Recurrent respiratory infections (HP:0002205)-Pulmonary fibrosis (HP:0002206), Exocrine pancreatic insufficiency (HP:0001738)-Premature ovarian insufficiency (HP:0008209), 		
IGFN1	91156	0.5000	0.6732	0.1292	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to ACTA1 associated with Congenital fiber-type disproportion myopathy (ORPHA:2020): Malabsorption (HP:0002024)-Poor suck (HP:0002033), Pulmonary fibrosis (HP:0002206)-Pulmonary hypoplasia (HP:0002089), Recurrent respiratory infections (HP:0002205)-Recurrent respiratory infections (HP:0002205), Exocrine pancreatic insufficiency (HP:0001738)-Poor suck (HP:0002033), 	Proximity to ACTA1 Exocrine pancreatic insufficiency (HP:0001738)-decreased liver glycogen level (MP:0010398), 	
OTOG	340990	0.5000	0.6635	0.1195	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CFTR associated with Cystic fibrosis (ORPHA:586): Malabsorption (HP:0002024)-Malabsorption (HP:0002024), Pulmonary fibrosis (HP:0002206)-Pulmonary fibrosis (HP:0002206), Recurrent respiratory infections (HP:0002205)-Recurrent respiratory infections (HP:0002205), Exocrine pancreatic insufficiency (HP:0001738)-Exocrine pancreatic insufficiency (HP:0001738), 	Proximity to CFTR Malabsorption (HP:0002024)-abnormal intestine morphology (MP:0000477), Pulmonary fibrosis (HP:0002206)-pulmonary interstitial fibrosis (MP:0003426), Recurrent respiratory infections (HP:0002205)-lung inflammation (MP:0001861), Exocrine pancreatic insufficiency (HP:0001738)-abnormal intestine morphology (MP:0000477), 	Proximity to CFTR Recurrent respiratory infections (HP:0002205)-abnormal(ly) disrupted respiratory burst involved in inflammatory response (ZP:0007726), Exocrine pancreatic insufficiency (HP:0001738)-abnormal(ly) morphology pancreas (ZP:0002010), 
DHX37	57647	0.5045	0.6532	0.1145	0.2281	0.0000	0.0000	0.5045	0.5045	1.0000	0	Neurodevelopmental disorder with brain anomalies and with or without vertebral or cardiac anomalies (OMIM:618731): Pulmonary fibrosis (HP:0002206)-Anteverted nares (HP:0000463), Recurrent respiratory infections (HP:0002205)-Anteverted nares (HP:0000463), 			Proximity to DMP1 associated with Autosomal recessive hypophosphatemic rickets (ORPHA:289176): Malabsorption (HP:0002024)-Malabsorption (HP:0002024), Recurrent respiratory infections (HP:0002205)-Tooth abscess (HP:0030757), Exocrine pancreatic insufficiency (HP:0001738)-Malabsorption (HP:0002024), 	Proximity to DMP1 Recurrent respiratory infections (HP:0002205)-increased susceptibility to bacterial infection (MP:0002412), 	
DAPK1	1612	0.5015	0.6550	0.1131	0.0000	0.0000	0.0000	0.5015	0.5015	1.0000	0				Proximity to MLH1 associated with Lynch syndrome (ORPHA:144): Malabsorption (HP:0002024)-Malabsorption (HP:0002024), Exocrine pancreatic insufficiency (HP:0001738)-Pancreatic adenocarcinoma (HP:0006725), 	Proximity to MLH1 Malabsorption (HP:0002024)-increased gastrointestinal tumor incidence (MP:0010279), Pulmonary fibrosis (HP:0002206)-increased lung carcinoma incidence (MP:0008714), Recurrent respiratory infections (HP:0002205)-increased lung carcinoma incidence (MP:0008714), Exocrine pancreatic insufficiency (HP:0001738)-increased gastrointestinal tumor incidence (MP:0010279), 	
