#GENE_SYMBOL	ENTREZ_GENE_ID	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	EXOMISER_GENE_COMBINED_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
GABRA2	2555	0.5102	0.9973	0.7639	0.3086	0.2926	0.0000	0.5102	0.5102	1.0000	0	Undetermined early-onset epileptic encephalopathy (ORPHA:442835): Disproportionate tall stature (HP:0001519)-Short stature (HP:0004322), Severe sensorineural hearing impairment (HP:0008625)-Nystagmus (HP:0000639), 	Myopia (HP:0000545)-corneal opacity (MP:0001314), 			Proximity to GABRB3 Midface retrusion (HP:0011800)-cleft palate (MP:0000111), Severe sensorineural hearing impairment (HP:0008625)-sensorineural hearing loss (MP:0004740), Cleft palate (HP:0000175)-cleft palate (MP:0000111), High palate (HP:0000218)-cleft palate (MP:0000111), 	
SMC4	10051	0.5050	1.0000	0.7586	0.0000	0.0000	0.0000	0.5050	0.5050	1.0000	0				Proximity to SMC1A associated with Cornelia de Lange syndrome (ORPHA:199): Disproportionate tall stature (HP:0001519)-Truncal obesity (HP:0001956), Midface retrusion (HP:0011800)-Depressed nasal bridge (HP:0005280), Severe sensorineural hearing impairment (HP:0008625)-Sensorineural hearing impairment (HP:0000407), Myopia (HP:0000545)-Myopia (HP:0000545), Cleft palate (HP:0000175)-Cleft palate (HP:0000175), High palate (HP:0000218)-High palate (HP:0000218), 		
ACACB	32	0.5046	0.9973	0.7532	0.0000	0.0000	0.0000	0.5046	0.5046	1.0000	0				Proximity to ACSL4 associated with X-linked non-syndromic intellectual disability (ORPHA:777): Disproportionate tall stature (HP:0001519)-Obesity (HP:0001513), Midface retrusion (HP:0011800)-Midface retrusion (HP:0011800), Severe sensorineural hearing impairment (HP:0008625)-Mild neurosensory hearing impairment (HP:0008587), Cleft palate (HP:0000175)-Long philtrum (HP:0000343), High palate (HP:0000218)-Long philtrum (HP:0000343), 	Proximity to ACSL4 Severe sensorineural hearing impairment (HP:0008625)-increased or absent threshold for auditory brainstem response (MP:0011967), 	
TRIB3	57761	0.5013	0.9998	0.7511	0.0000	0.0000	0.0000	0.5013	0.5013	1.0000	0				Proximity to MAP2K1 associated with Cardiofaciocutaneous syndrome (ORPHA:1340): Disproportionate tall stature (HP:0001519)-Short stature (HP:0004322), Midface retrusion (HP:0011800)-Full cheeks (HP:0000293), Severe sensorineural hearing impairment (HP:0008625)-Nystagmus (HP:0000639), Myopia (HP:0000545)-Myopia (HP:0000545), Cleft palate (HP:0000175)-Submucous cleft hard palate (HP:0000176), High palate (HP:0000218)-High palate (HP:0000218), 	Proximity to MAP2K1 Midface retrusion (HP:0011800)-decreased cranium width (MP:0008526), Myopia (HP:0000545)-increased inner canthal distance (MP:0030166), 	
SREBF1	6720	0.5029	0.9973	0.7498	0.0000	0.0000	0.0000	0.5029	0.5029	1.0000	0				Proximity to SEC23A associated with Craniolenticulosutural dysplasia (OMIM:607812): Disproportionate tall stature (HP:0001519)-Short stature (HP:0004322), Midface retrusion (HP:0011800)-Midface retrusion (HP:0011800), Cleft palate (HP:0000175)-Bifid uvula (HP:0000193), High palate (HP:0000218)-Bifid uvula (HP:0000193), 		Proximity to SEC23A Severe sensorineural hearing impairment (HP:0008625)-abnormal(ly) aplastic semicircular canal (ZP:0001249), 
TBC1D3F	84218	0.5000	1.0000	0.7490	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to GDI1 associated with X-linked non-syndromic intellectual disability (ORPHA:777): Disproportionate tall stature (HP:0001519)-Obesity (HP:0001513), Midface retrusion (HP:0011800)-Midface retrusion (HP:0011800), Severe sensorineural hearing impairment (HP:0008625)-Mild neurosensory hearing impairment (HP:0008587), Cleft palate (HP:0000175)-Long philtrum (HP:0000343), High palate (HP:0000218)-Long philtrum (HP:0000343), 		
ITGAL	3683	0.5019	0.9973	0.7480	0.0000	0.0000	0.0000	0.5019	0.5019	1.0000	0					Proximity to ITGB8 Midface retrusion (HP:0011800)-cleft palate (MP:0000111), Cleft palate (HP:0000175)-cleft palate (MP:0000111), High palate (HP:0000218)-cleft palate (MP:0000111), 	
GRIA4	2893	0.5019	0.9967	0.7470	0.3086	0.0000	0.0000	0.5019	0.5019	1.0000	0	Neurodevelopmental disorder with or without seizures and gait abnormalities (OMIM:617864): Disproportionate tall stature (HP:0001519)-Short stature (HP:0004322), Severe sensorineural hearing impairment (HP:0008625)-Nystagmus (HP:0000639), 			Proximity to DLG3 associated with X-linked non-syndromic intellectual disability (ORPHA:777): Disproportionate tall stature (HP:0001519)-Obesity (HP:0001513), Midface retrusion (HP:0011800)-Midface retrusion (HP:0011800), Severe sensorineural hearing impairment (HP:0008625)-Mild neurosensory hearing impairment (HP:0008587), Cleft palate (HP:0000175)-Long philtrum (HP:0000343), High palate (HP:0000218)-Long philtrum (HP:0000343), 		
CABP1	9478	0.5001	0.9988	0.7469	0.0000	0.3974	0.0000	0.5001	0.5001	1.0000	0		Myopia (HP:0000545)-abnormal eye electrophysiology (MP:0005551), 		Proximity to RYR1 associated with Congenital multicore myopathy with external ophthalmoplegia (ORPHA:98905): Midface retrusion (HP:0011800)-Narrow face (HP:0000275), Cleft palate (HP:0000175)-High palate (HP:0000218), High palate (HP:0000218)-High palate (HP:0000218), 	Proximity to RYR1 Midface retrusion (HP:0011800)-domed cranium (MP:0000440), Cleft palate (HP:0000175)-cleft secondary palate (MP:0009890), High palate (HP:0000218)-cleft secondary palate (MP:0009890), 	
KIF27	55582	0.5019	0.9959	0.7455	0.0000	0.4028	0.0000	0.5019	0.5019	1.0000	0		Midface retrusion (HP:0011800)-abnormal internal nares morphology (MP:0002236), Severe sensorineural hearing impairment (HP:0008625)-increased susceptibility to otitis media (MP:0001850), Cleft palate (HP:0000175)-abnormal internal nares morphology (MP:0002236), High palate (HP:0000218)-abnormal internal nares morphology (MP:0002236), 		Proximity to GLI3 associated with Acrocallosal syndrome (ORPHA:36): Disproportionate tall stature (HP:0001519)-Tall stature (HP:0000098), Severe sensorineural hearing impairment (HP:0008625)-Sensorineural hearing impairment (HP:0000407), 	Proximity to GLI3 Disproportionate tall stature (HP:0001519)-short tibia (MP:0002764), Midface retrusion (HP:0011800)-abnormal maxilla morphology (MP:0000455), Severe sensorineural hearing impairment (HP:0008625)-abnormal ear position (MP:0000023), Myopia (HP:0000545)-abnormal eye development (MP:0001286), Cleft palate (HP:0000175)-cleft palate (MP:0000111), High palate (HP:0000218)-cleft palate (MP:0000111), 	
SETDB1	9869	0.5077	0.9892	0.7453	0.0000	0.0000	0.0000	0.5077	0.5077	1.0000	0				Proximity to PLOD1 associated with Ehlers-Danlos syndrome, kyphoscoliotic type, 1 (OMIM:225400): Disproportionate tall stature (HP:0001519)-Disproportionate tall stature (HP:0001519), Midface retrusion (HP:0011800)-Depressed nasal bridge (HP:0005280), Myopia (HP:0000545)-Myopia (HP:0000545), Cleft palate (HP:0000175)-Depressed nasal bridge (HP:0005280), High palate (HP:0000218)-Depressed nasal bridge (HP:0005280), 		
CADPS2	93664	0.5003	0.9973	0.7448	0.0000	0.0000	0.0000	0.5003	0.5003	1.0000	0				Proximity to ACSL4 associated with X-linked non-syndromic intellectual disability (ORPHA:777): Disproportionate tall stature (HP:0001519)-Obesity (HP:0001513), Midface retrusion (HP:0011800)-Midface retrusion (HP:0011800), Severe sensorineural hearing impairment (HP:0008625)-Mild neurosensory hearing impairment (HP:0008587), Cleft palate (HP:0000175)-Long philtrum (HP:0000343), High palate (HP:0000218)-Long philtrum (HP:0000343), 	Proximity to ACSL4 Severe sensorineural hearing impairment (HP:0008625)-increased or absent threshold for auditory brainstem response (MP:0011967), 	
UBE2E3	10477	0.5003	0.9973	0.7448	0.0000	0.0000	0.0000	0.5003	0.5003	1.0000	0				Proximity to ARX associated with X-linked non-syndromic intellectual disability (ORPHA:777): Disproportionate tall stature (HP:0001519)-Obesity (HP:0001513), Midface retrusion (HP:0011800)-Midface retrusion (HP:0011800), Severe sensorineural hearing impairment (HP:0008625)-Mild neurosensory hearing impairment (HP:0008587), Cleft palate (HP:0000175)-Long philtrum (HP:0000343), High palate (HP:0000218)-Long philtrum (HP:0000343), 	Proximity to ARX Cleft palate (HP:0000175)-abnormal pancreatic delta cell morphology (MP:0005218), High palate (HP:0000218)-abnormal pancreatic delta cell morphology (MP:0005218), 	
PRMT6	55170	0.5001	0.9973	0.7445	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to HOXA2 associated with ?Microtia, hearing impairment, and cleft palate (AR) (OMIM:612290): Midface retrusion (HP:0011800)-Cleft palate (HP:0000175), Severe sensorineural hearing impairment (HP:0008625)-Mixed hearing impairment (HP:0000410), Cleft palate (HP:0000175)-Cleft palate (HP:0000175), High palate (HP:0000218)-Cleft palate (HP:0000175), 	Proximity to HOXA2 Midface retrusion (HP:0011800)-abnormal temporal bone squamous part morphology (MP:0004423), Severe sensorineural hearing impairment (HP:0008625)-abnormal outer ear morphology (MP:0002177), Cleft palate (HP:0000175)-cleft palate (MP:0000111), High palate (HP:0000218)-cleft palate (MP:0000111), 	
ACSM5	54988	0.5000	0.9973	0.7442	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to ACSL4 associated with X-linked non-syndromic intellectual disability (ORPHA:777): Disproportionate tall stature (HP:0001519)-Obesity (HP:0001513), Midface retrusion (HP:0011800)-Midface retrusion (HP:0011800), Severe sensorineural hearing impairment (HP:0008625)-Mild neurosensory hearing impairment (HP:0008587), Cleft palate (HP:0000175)-Long philtrum (HP:0000343), High palate (HP:0000218)-Long philtrum (HP:0000343), 	Proximity to ACSL4 Severe sensorineural hearing impairment (HP:0008625)-increased or absent threshold for auditory brainstem response (MP:0011967), 	
ASAH2	56624	0.5001	0.9970	0.7439	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0					Proximity to AGPAT3 Myopia (HP:0000545)-abnormal vision (MP:0002090), 	
MEP1B	4225	0.5001	0.9968	0.7435	0.0000	0.3672	0.0000	0.5001	0.5001	1.0000	0		Disproportionate tall stature (HP:0001519)-increased body weight (MP:0001260), 		Proximity to NECTIN1 associated with Cleft lip/palate-ectodermal dysplasia syndrome (ORPHA:3253): Midface retrusion (HP:0011800)-Midface retrusion (HP:0011800), Cleft palate (HP:0000175)-Bilateral cleft lip and palate (HP:0002744), High palate (HP:0000218)-Bilateral cleft lip and palate (HP:0002744), 	Proximity to NECTIN1 Midface retrusion (HP:0011800)-brittle teeth (MP:0000126), Myopia (HP:0000545)-microphthalmia (MP:0001297), Cleft palate (HP:0000175)-brittle teeth (MP:0000126), High palate (HP:0000218)-brittle teeth (MP:0000126), 	
DENND1A	57706	0.5001	0.9965	0.7430	0.0000	0.1541	0.0000	0.5001	0.5001	1.0000	0		Cleft palate (HP:0000175)-decreased hepatocyte proliferation (MP:0004001), High palate (HP:0000218)-decreased hepatocyte proliferation (MP:0004001), 			Proximity to SCLT1 Midface retrusion (HP:0011800)-cleft palate (MP:0000111), Cleft palate (HP:0000175)-cleft palate (MP:0000111), High palate (HP:0000218)-cleft palate (MP:0000111), 	
FOXD4	2298	0.5037	0.9919	0.7421	0.0000	0.0000	0.0000	0.5037	0.5037	1.0000	0				Proximity to TFAP2A associated with Branchiooculofacial syndrome (OMIM:113620): Midface retrusion (HP:0011800)-Depressed nasal bridge (HP:0005280), Severe sensorineural hearing impairment (HP:0008625)-Sensorineural hearing impairment (HP:0000407), Myopia (HP:0000545)-Myopia (HP:0000545), Cleft palate (HP:0000175)-Cleft palate (HP:0000175), High palate (HP:0000218)-Cleft palate (HP:0000175), 	Proximity to TFAP2A Midface retrusion (HP:0011800)-abnormal maxilla morphology (MP:0000455), Cleft palate (HP:0000175)-cleft palate (MP:0000111), High palate (HP:0000218)-abnormal secondary palate morphology (MP:0013550), 	Proximity to TFAP2A Midface retrusion (HP:0011800)-abnormal(ly) split ethmoid cartilage (ZP:0001979), Cleft palate (HP:0000175)-abnormal(ly) mislocalised palatoquadrate cartilage (ZP:0001975), High palate (HP:0000218)-abnormal(ly) mislocalised palatoquadrate cartilage (ZP:0001975), 
TAS2R3	50831	0.5000	0.9950	0.7402	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to KISS1 associated with Normosmic congenital hypogonadotropic hypogonadism (ORPHA:432): Disproportionate tall stature (HP:0001519)-Abnormality of body height (HP:0000002), Midface retrusion (HP:0011800)-Depressed nasal bridge (HP:0005280), Severe sensorineural hearing impairment (HP:0008625)-Congenital sensorineural hearing impairment (HP:0008527), Cleft palate (HP:0000175)-Cleft palate (HP:0000175), High palate (HP:0000218)-Cleft palate (HP:0000175), 	Proximity to KISS1 Midface retrusion (HP:0011800)-small salivary gland (MP:0000618), Cleft palate (HP:0000175)-small salivary gland (MP:0000618), High palate (HP:0000218)-small salivary gland (MP:0000618), 	
RGPD2	729857	0.5009	0.9926	0.7378	0.0000	0.3903	0.0000	0.5009	0.5009	1.0000	0		Myopia (HP:0000545)-abnormal rod electrophysiology (MP:0004021), 		Proximity to DVL3 associated with Robinow syndrome, autosomal dominant 3 (OMIM:616894): Disproportionate tall stature (HP:0001519)-Short stature (HP:0004322), Midface retrusion (HP:0011800)-Midface retrusion (HP:0011800), Severe sensorineural hearing impairment (HP:0008625)-Hearing impairment (HP:0000365), Cleft palate (HP:0000175)-Cleft palate (HP:0000175), High palate (HP:0000218)-Cleft palate (HP:0000175), 	Proximity to DVL3 Midface retrusion (HP:0011800)-short snout (MP:0000445), Myopia (HP:0000545)-enophthalmos (MP:0006198), Cleft palate (HP:0000175)-short snout (MP:0000445), High palate (HP:0000218)-short snout (MP:0000445), 	
NACA	4666	0.5010	0.9923	0.7374	0.0000	0.0000	0.0000	0.5010	0.5010	1.0000	0				Proximity to IRX5 associated with Hamamy syndrome (OMIM:611174): Midface retrusion (HP:0011800)-Wide nasal bridge (HP:0000431), Severe sensorineural hearing impairment (HP:0008625)-Sensorineural hearing impairment (HP:0000407), Myopia (HP:0000545)-High myopia (HP:0011003), Cleft palate (HP:0000175)-High palate (HP:0000218), High palate (HP:0000218)-High palate (HP:0000218), 	Proximity to IRX5 Myopia (HP:0000545)-narrow eye opening (MP:0005287), 	
UQCC1	55245	0.5001	0.9916	0.7344	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to IGF1 associated with Growth delay due to insulin-like growth factor type 1 deficiency (ORPHA:73272): Disproportionate tall stature (HP:0001519)-Truncal obesity (HP:0001956), Severe sensorineural hearing impairment (HP:0008625)-Bilateral sensorineural hearing impairment (HP:0008619), Myopia (HP:0000545)-Myopia (HP:0000545), 	Proximity to IGF1 Severe sensorineural hearing impairment (HP:0008625)-sensorineural hearing loss (MP:0004740), 	
CENPV	201161	0.5000	0.9903	0.7318	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CISD2 associated with Wolfram syndrome (ORPHA:3463): Severe sensorineural hearing impairment (HP:0008625)-Sensorineural hearing impairment (HP:0000407), Cleft palate (HP:0000175)-Gastric ulcer (HP:0002592), High palate (HP:0000218)-Gastric ulcer (HP:0002592), 	Proximity to CISD2 Severe sensorineural hearing impairment (HP:0008625)-prominent ears (MP:0000021), Myopia (HP:0000545)-blindness (MP:0002001), Cleft palate (HP:0000175)-abnormal defecation (MP:0003866), High palate (HP:0000218)-abnormal defecation (MP:0003866), 	
PCSK7	9159	0.5015	0.9886	0.7317	0.0000	0.0000	0.2646	0.5015	0.5015	1.0000	0			Severe sensorineural hearing impairment (HP:0008625)-abnormal(ly) disrupted otolith development (ZP:0007265), 		Proximity to PCSK5 Midface retrusion (HP:0011800)-abnormal facial morphology (MP:0003743), Cleft palate (HP:0000175)-cleft palate (MP:0000111), High palate (HP:0000218)-cleft palate (MP:0000111), 	
ACAD10	80724	0.5000	0.9887	0.7291	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to ANTXR1 associated with GAPO syndrome (ORPHA:2067): Disproportionate tall stature (HP:0001519)-Short stature (HP:0004322), Midface retrusion (HP:0011800)-Midface retrusion (HP:0011800), Severe sensorineural hearing impairment (HP:0008625)-Hearing impairment (HP:0000365), Myopia (HP:0000545)-Myopia (HP:0000545), Cleft palate (HP:0000175)-Abnormal palate morphology (HP:0000174), High palate (HP:0000218)-Abnormal palate morphology (HP:0000174), 	Proximity to ANTXR1 Midface retrusion (HP:0011800)-abnormal cranial suture morphology (MP:0002835), Cleft palate (HP:0000175)-malocclusion (MP:0000120), High palate (HP:0000218)-malocclusion (MP:0000120), 	
PAMR1	25891	0.5000	0.9857	0.7235	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to GABRD associated with 1p36 deletion syndrome (ORPHA:1606): Disproportionate tall stature (HP:0001519)-Obesity (HP:0001513), Midface retrusion (HP:0011800)-Midface retrusion (HP:0011800), Severe sensorineural hearing impairment (HP:0008625)-Sensorineural hearing impairment (HP:0000407), Myopia (HP:0000545)-High hypermetropia (HP:0008499), Cleft palate (HP:0000175)-Long philtrum (HP:0000343), High palate (HP:0000218)-Long philtrum (HP:0000343), 		
RGPD4	285190	0.5009	0.9845	0.7231	0.0000	0.3903	0.0000	0.5009	0.5009	1.0000	0		Myopia (HP:0000545)-abnormal rod electrophysiology (MP:0004021), 		Proximity to FRAS1 associated with Fraser syndrome 1 (OMIM:219000): Midface retrusion (HP:0011800)-Depressed nasal bridge (HP:0005280), Severe sensorineural hearing impairment (HP:0008625)-Conductive hearing impairment (HP:0000405), Cleft palate (HP:0000175)-Cleft palate (HP:0000175), High palate (HP:0000218)-Cleft palate (HP:0000175), 	Proximity to FRAS1 Midface retrusion (HP:0011800)-cleft secondary palate (MP:0009890), Myopia (HP:0000545)-narrow eye opening (MP:0005287), Cleft palate (HP:0000175)-cleft secondary palate (MP:0009890), High palate (HP:0000218)-cleft secondary palate (MP:0009890), 	
NPY4R	5540	0.5000	0.9846	0.7215	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0					Proximity to NXNL1 Myopia (HP:0000545)-abnormal vision (MP:0002090), 	
HEG1	57493	0.5000	0.9843	0.7209	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to RAP1A associated with Kabuki syndrome (ORPHA:2322): Disproportionate tall stature (HP:0001519)-Obesity (HP:0001513), Midface retrusion (HP:0011800)-High palate (HP:0000218), Severe sensorineural hearing impairment (HP:0008625)-Sensorineural hearing impairment (HP:0000407), Cleft palate (HP:0000175)-Cleft palate (HP:0000175), High palate (HP:0000218)-High palate (HP:0000218), 		
