#GENE_SYMBOL	ENTREZ_GENE_ID	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	EXOMISER_GENE_COMBINED_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
TTN	7273	0.5713	0.9973	0.8592	0.4963	0.5713	0.3324	0.0000	0.5713	1.0000	0	Autosomal recessive centronuclear myopathy (ORPHA:169186): Intellectual disability (HP:0001249)-Intellectual disability, mild (HP:0001256), Macrotia (HP:0000400)-Protruding ear (HP:0000411), Long palpebral fissure (HP:0000637)-Ophthalmoplegia (HP:0000602), Macrodontia (HP:0001572)-Retrognathia (HP:0000278), 	Microcephaly (HP:0000252)-microcephaly (MP:0000433), 	Microcephaly (HP:0000252)-abnormal(ly) decreased size head (ZP:0000054), 			
BRPF1	7862	0.6850	0.8495	0.8367	0.6850	0.0000	0.0000	0.5087	0.6850	1.0000	0	Intellectual developmental disorder with dysmorphic facies and ptosis (OMIM:617333): Intellectual disability (HP:0001249)-Intellectual disability (HP:0001249), Short stature (HP:0004322)-Short stature (HP:0004322), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Macrotia (HP:0000400)-Abnormality of the pinna (HP:0000377), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Long palpebral fissure (HP:0000637)-Blepharophimosis (HP:0000581), 			Proximity to KAT6B associated with Blepharophimosis-intellectual disability syndrome, SBBYS type (ORPHA:3047): Intellectual disability (HP:0001249)-Intellectual disability (HP:0001249), Short stature (HP:0004322)-Severe short stature (HP:0003510), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Macrotia (HP:0000400)-Abnormality of the antihelix (HP:0009738), Long palpebral fissure (HP:0000637)-Short palpebral fissure (HP:0012745), Macrodontia (HP:0001572)-Retrognathia (HP:0000278), 	Proximity to KAT6B Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), Microcephaly (HP:0000252)-shortened head (MP:0000435), Triangular face (HP:0000325)-short mandible (MP:0000088), Macrotia (HP:0000400)-abnormal ear position (MP:0000023), Hypertelorism (HP:0000316)-microphthalmia (MP:0001297), Long palpebral fissure (HP:0000637)-abnormal nasolacrimal duct morphology (MP:0008969), Macrodontia (HP:0001572)-short mandible (MP:0000088), 	
WDR70	55100	0.5457	0.9905	0.8147	0.0000	0.0000	0.0000	0.5457	0.5457	1.0000	0				Proximity to CPLANE1 associated with Orofaciodigital syndrome VI (OMIM:277170): Intellectual disability (HP:0001249)-Intellectual disability (HP:0001249), Short stature (HP:0004322)-Short stature (HP:0004322), Microcephaly (HP:0000252)-Cerebellar vermis hypoplasia (HP:0001320), Macrotia (HP:0000400)-Low-set ears (HP:0000369), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Long palpebral fissure (HP:0000637)-Epicanthus (HP:0000286), Macrodontia (HP:0001572)-Micrognathia (HP:0000347), 	Proximity to CPLANE1 Short stature (HP:0004322)-embryonic growth retardation (MP:0003984), Microcephaly (HP:0000252)-decreased brain size (MP:0000774), Triangular face (HP:0000325)-abnormal tongue morphology (MP:0000762), Macrodontia (HP:0001572)-mandible hypoplasia (MP:0000460), 	
TRAF1	7185	0.5778	0.9464	0.8036	0.0000	0.0000	0.0000	0.5778	0.5778	1.0000	0				Proximity to TRIM37 associated with Mulibrey nanism (OMIM:253250): Short stature (HP:0004322)-Short stature (HP:0004322), Microcephaly (HP:0000252)-Dolichocephaly (HP:0000268), Triangular face (HP:0000325)-Triangular face (HP:0000325), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Macrodontia (HP:0001572)-Dental crowding (HP:0000678), 	Proximity to TRIM37 Microcephaly (HP:0000252)-small cranium (MP:0005352), 	
OAS3	4940	0.5271	0.9952	0.7910	0.0000	0.0000	0.0000	0.5271	0.5271	1.0000	0				Proximity to SMOC1 associated with Microphthalmia with limb anomalies (ORPHA:1106): Intellectual disability (HP:0001249)-Intellectual disability, moderate (HP:0002342), Short stature (HP:0004322)-Short stature (HP:0004322), Microcephaly (HP:0000252)-Arrhinencephaly (HP:0002139), Macrotia (HP:0000400)-Large earlobe (HP:0009748), Long palpebral fissure (HP:0000637)-Blepharophimosis (HP:0000581), Macrodontia (HP:0001572)-Macrodontia (HP:0001572), 	Proximity to SMOC1 Intellectual disability (HP:0001249)-abnormal gait (MP:0001406), Microcephaly (HP:0000252)-megacephaly (MP:0000434), Triangular face (HP:0000325)-abnormal snout morphology (MP:0000443), Macrodontia (HP:0001572)-abnormal snout morphology (MP:0000443), 	
CORO1C	23603	0.5228	0.9932	0.7802	0.0000	0.5228	0.0000	0.5023	0.5228	1.0000	0		Microcephaly (HP:0000252)-abnormal forebrain morphology (MP:0000783), Triangular face (HP:0000325)-decreased parotid gland size (MP:0009532), Hypertelorism (HP:0000316)-abnormal eye muscle morphology (MP:0003686), Long palpebral fissure (HP:0000637)-abnormal eye muscle morphology (MP:0003686), Macrodontia (HP:0001572)-abnormal viscerocranium morphology (MP:0005274), 		Proximity to ACTG1 associated with Baraitser-Winter syndrome 2 (OMIM:614583): Intellectual disability (HP:0001249)-Intellectual disability (HP:0001249), Short stature (HP:0004322)-Short stature (HP:0004322), Microcephaly (HP:0000252)-Postnatal microcephaly (HP:0005484), Macrotia (HP:0000400)-Abnormality of the pinna (HP:0000377), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Long palpebral fissure (HP:0000637)-Long palpebral fissure (HP:0000637), Macrodontia (HP:0001572)-Pointed chin (HP:0000307), 	Proximity to ACTG1 Macrotia (HP:0000400)-impaired hearing (MP:0006325), 	
HDAC9	9734	0.5158	0.9965	0.7729	0.0000	0.0000	0.0000	0.5158	0.5158	1.0000	0				Proximity to MECP2 associated with X-linked non-syndromic intellectual disability (ORPHA:777): Intellectual disability (HP:0001249)-Intellectual disability, profound (HP:0002187), Short stature (HP:0004322)-Small for gestational age (HP:0001518), Microcephaly (HP:0000252)-Macrocephaly (HP:0000256), Long palpebral fissure (HP:0000637)-Long palpebral fissure (HP:0000637), Macrodontia (HP:0001572)-Delayed eruption of teeth (HP:0000684), 	Proximity to MECP2 Intellectual disability (HP:0001249)-abnormal locomotor coordination (MP:0003312), Triangular face (HP:0000325)-abnormal jaw morphology (MP:0000454), Macrotia (HP:0000400)-abnormal hearing physiology (MP:0001963), Macrodontia (HP:0001572)-abnormal tooth morphology (MP:0002100), 	
ITGB3	3690	0.5120	0.9963	0.7657	0.0000	0.2587	0.0000	0.5120	0.5120	1.0000	0		Hypertelorism (HP:0000316)-abnormal induced retinal neovascularization (MP:0009660), Long palpebral fissure (HP:0000637)-abnormal induced retinal neovascularization (MP:0009660), 		Proximity to FOXC2 associated with Lymphedema-distichiasis syndrome (ORPHA:33001): Long palpebral fissure (HP:0000637)-Ectropion (HP:0000656), 	Proximity to FOXC2 Triangular face (HP:0000325)-periorbital edema (MP:0001788), Hypertelorism (HP:0000316)-abnormal orbit morphology (MP:0010030), Long palpebral fissure (HP:0000637)-blepharoptosis (MP:0001344), Macrodontia (HP:0001572)-periorbital edema (MP:0001788), 	
NR4A2	4929	0.5094	0.9973	0.7623	0.0000	0.3441	0.0000	0.5094	0.5094	1.0000	0		Intellectual disability (HP:0001249)-enhanced behavioral response to xenobiotic (MP:0009746), 		Proximity to PITX3 associated with Cataract 11, syndromic, autosomal recessive (OMIM:610623): Intellectual disability (HP:0001249)-Intellectual disability (HP:0001249), 	Proximity to PITX3 Microcephaly (HP:0000252)-decreased substantia nigra size (MP:0020543), Hypertelorism (HP:0000316)-abnormal eye distance/ position (MP:0001299), Long palpebral fissure (HP:0000637)-enlarged lacrimal gland (MP:0013453), 	Proximity to PITX3 Microcephaly (HP:0000252)-abnormal(ly) decreased size head (ZP:0000054), Macrodontia (HP:0001572)-abnormal(ly) morphology mandibular arch skeleton (ZP:0001052), 
IMPA2	3613	0.5090	0.9973	0.7616	0.0000	0.0000	0.0000	0.5090	0.5090	1.0000	0				Proximity to BPNT2 associated with Chondrodysplasia with joint dislocations, GPAPP type (OMIM:614078): Short stature (HP:0004322)-Short stature (HP:0004322), Hypertelorism (HP:0000316)-Proptosis (HP:0000520), Macrodontia (HP:0001572)-Micrognathia (HP:0000347), 	Proximity to IMPAD1 Short stature (HP:0004322)-short limbs (MP:0000547), Microcephaly (HP:0000252)-shortened head (MP:0000435), Triangular face (HP:0000325)-cleft secondary palate (MP:0009890), Macrodontia (HP:0001572)-cleft secondary palate (MP:0009890), 	
SPATA13	221178	0.5079	0.9969	0.7590	0.0000	0.0000	0.0000	0.5079	0.5079	1.0000	0				Proximity to SH3PXD2B associated with Frank-ter Haar syndrome (OMIM:249420): Short stature (HP:0004322)-Growth delay (HP:0001510), Macrotia (HP:0000400)-Simple ear (HP:0020206), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Long palpebral fissure (HP:0000637)-Downslanted palpebral fissures (HP:0000494), Macrodontia (HP:0001572)-Dental malocclusion (HP:0000689), 	Proximity to SH3PXD2B Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), Triangular face (HP:0000325)-abnormal tooth morphology (MP:0002100), Hypertelorism (HP:0000316)-ocular hypertelorism (MP:0001300), Long palpebral fissure (HP:0000637)-abnormal cornea morphology (MP:0001312), Macrodontia (HP:0001572)-abnormal tooth morphology (MP:0002100), 	
MIDN	90007	0.5068	0.9973	0.7575	0.0000	0.3218	0.0000	0.5068	0.5068	1.0000	0		Triangular face (HP:0000325)-cleft palate (MP:0000111), Macrodontia (HP:0001572)-cleft palate (MP:0000111), 			Proximity to TP53BP2 Microcephaly (HP:0000252)-narrow head (MP:0003742), Triangular face (HP:0000325)-cleft palate (MP:0000111), Hypertelorism (HP:0000316)-anophthalmia (MP:0001293), Long palpebral fissure (HP:0000637)-anophthalmia (MP:0001293), Macrodontia (HP:0001572)-micrognathia (MP:0002639), 	
UTP14C	9724	0.5071	0.9953	0.7546	0.0000	0.1593	0.0000	0.5071	0.5071	1.0000	0		Microcephaly (HP:0000252)-increased circulating follicle stimulating hormone level (MP:0001750), 		Proximity to WDR4 associated with Galloway-Mowat syndrome (ORPHA:2065): Short stature (HP:0004322)-Short stature (HP:0004322), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Macrotia (HP:0000400)-Macrotia (HP:0000400), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Macrodontia (HP:0001572)-Micrognathia (HP:0000347), 	Proximity to WDR4 Microcephaly (HP:0000252)-abnormal brain development (MP:0000913), 	
TRAP1	10131	0.5067	0.9945	0.7525	0.0000	0.3725	0.0000	0.5067	0.5067	1.0000	0		Hypertelorism (HP:0000316)-abnormal eye morphology (MP:0002092), Long palpebral fissure (HP:0000637)-abnormal eye morphology (MP:0002092), 		Proximity to EXT2 associated with Seizures-scoliosis-macrocephaly syndrome (ORPHA:466926): Intellectual disability (HP:0001249)-Intellectual disability, mild (HP:0001256), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Macrotia (HP:0000400)-Abnormality of the outer ear (HP:0000356), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), 		Proximity to EXT2 Macrotia (HP:0000400)-abnormal(ly) morphology inner ear (ZP:0001246), Macrodontia (HP:0001572)-abnormal(ly) increased thickness ceratobranchial 5 tooth (ZP:0007219), 
TPTE	7179	0.5085	0.9922	0.7520	0.0000	0.0000	0.0000	0.5085	0.5085	1.0000	0				Proximity to SPRTN associated with Ruijs-Aalfs syndrome (OMIM:616200): Short stature (HP:0004322)-Short stature (HP:0004322), Triangular face (HP:0000325)-Triangular face (HP:0000325), Macrodontia (HP:0001572)-Micrognathia (HP:0000347), 	Proximity to SPRTN Hypertelorism (HP:0000316)-cataract (MP:0001304), Long palpebral fissure (HP:0000637)-cataract (MP:0001304), 	
ZZEF1	23140	0.5153	0.9844	0.7518	0.0000	0.5153	0.0000	0.0000	0.5153	1.0000	0		Triangular face (HP:0000325)-absent teeth (MP:0030610), Macrodontia (HP:0001572)-absent teeth (MP:0030610), 				
RAD50	10111	0.5049	0.9957	0.7511	0.4968	0.1916	0.0000	0.5049	0.5049	1.0000	0	Nijmegen breakage syndrome-like disorder (OMIM:613078): Intellectual disability (HP:0001249)-Intellectual disability (HP:0001249), Short stature (HP:0004322)-Short stature (HP:0004322), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), 	Microcephaly (HP:0000252)-hydrocephaly (MP:0001891), 		Proximity to XRCC4 associated with Short stature, microcephaly, and endocrine dysfunction (OMIM:616541): Short stature (HP:0004322)-Short stature (HP:0004322), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Triangular face (HP:0000325)-Triangular face (HP:0000325), Hypertelorism (HP:0000316)-Hypotelorism (HP:0000601), Macrodontia (HP:0001572)-Misalignment of teeth (HP:0000692), 	Proximity to XRCC4 Short stature (HP:0004322)-fetal growth retardation (MP:0004201), Microcephaly (HP:0000252)-abnormal cerebral cortex morphology (MP:0000788), 	
CATSPERB	79820	0.5037	0.9969	0.7509	0.0000	0.0000	0.0000	0.5037	0.5037	1.0000	0				Proximity to CACNA1G associated with Spinocerebellar ataxia 42, early-onset, severe, with neurodevelopmental deficits (OMIM:618087): Intellectual disability (HP:0001249)-Intellectual disability (HP:0001249), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Macrotia (HP:0000400)-Anteverted ears (HP:0040080), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Long palpebral fissure (HP:0000637)-Narrow palpebral fissure (HP:0045025), Macrodontia (HP:0001572)-Mandibular prognathia (HP:0000303), 	Proximity to CACNA1G Intellectual disability (HP:0001249)-abnormal gait (MP:0001406), Microcephaly (HP:0000252)-abnormal cerebellar cortex morphology (MP:0004097), 	
RHOD	29984	0.5034	0.9972	0.7508	0.0000	0.0000	0.0000	0.5034	0.5034	1.0000	0				Proximity to OPHN1 associated with Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance (OMIM:300486): Intellectual disability (HP:0001249)-Intellectual disability (HP:0001249), Microcephaly (HP:0000252)-Macrocephaly (HP:0000256), Macrotia (HP:0000400)-Macrotia (HP:0000400), Hypertelorism (HP:0000316)-Hypotelorism (HP:0000601), Macrodontia (HP:0001572)-Mandibular prognathia (HP:0000303), 	Proximity to OPHN1 Intellectual disability (HP:0001249)-abnormal spatial learning (MP:0001463), Microcephaly (HP:0000252)-thin cerebral cortex (MP:0006254), 	
ENTPD8	377841	0.5011	0.9987	0.7488	0.0000	0.0000	0.0000	0.5011	0.5011	1.0000	0				Proximity to POLR3A associated with Wiedemann-Rautenstrauch syndrome (OMIM:264090): Intellectual disability (HP:0001249)-Intellectual disability (HP:0001249), Short stature (HP:0004322)-Short stature (HP:0004322), Microcephaly (HP:0000252)-Macrocephaly (HP:0000256), Triangular face (HP:0000325)-Triangular face (HP:0000325), Macrotia (HP:0000400)-Absent earlobe (HP:0000387), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Long palpebral fissure (HP:0000637)-Ectropion (HP:0000656), Macrodontia (HP:0001572)-Hypodontia (HP:0000668), 	Proximity to POLR3A Intellectual disability (HP:0001249)-abnormal gait (MP:0001406), 	
COL6A6	131873	0.5021	0.9973	0.7482	0.0000	0.0000	0.0000	0.5021	0.5021	1.0000	0					Proximity to ITGA11 Triangular face (HP:0000325)-abnormal tooth morphology (MP:0002100), Macrodontia (HP:0001572)-abnormal tooth morphology (MP:0002100), 	
LIPC	3990	0.5063	0.9920	0.7475	0.0000	0.0000	0.0000	0.5063	0.5063	1.0000	0				Proximity to ACSL4 associated with X-linked non-syndromic intellectual disability (ORPHA:777): Intellectual disability (HP:0001249)-Intellectual disability, profound (HP:0002187), Short stature (HP:0004322)-Small for gestational age (HP:0001518), Microcephaly (HP:0000252)-Macrocephaly (HP:0000256), Long palpebral fissure (HP:0000637)-Long palpebral fissure (HP:0000637), Macrodontia (HP:0001572)-Delayed eruption of teeth (HP:0000684), 	Proximity to ACSL4 Macrotia (HP:0000400)-increased or absent threshold for auditory brainstem response (MP:0011967), 	
ATG13	9776	0.5017	0.9973	0.7475	0.0000	0.2572	0.0000	0.5017	0.5017	1.0000	0		Short stature (HP:0004322)-prenatal growth retardation (MP:0010865), 			Proximity to TBC1D32 Triangular face (HP:0000325)-facial cleft (MP:0008797), Hypertelorism (HP:0000316)-anophthalmia (MP:0001293), Long palpebral fissure (HP:0000637)-anophthalmia (MP:0001293), Macrodontia (HP:0001572)-cleft upper lip (MP:0005170), 	
ADCY7	113	0.5013	0.9973	0.7467	0.0000	0.0000	0.0000	0.5013	0.5013	1.0000	0				Proximity to GNAS associated with McCune-Albright syndrome (ORPHA:562): Short stature (HP:0004322)-Tall stature (HP:0000098), Microcephaly (HP:0000252)-Macrocephaly (HP:0000256), Macrodontia (HP:0001572)-Carious teeth (HP:0000670), 	Proximity to GNAS Intellectual disability (HP:0001249)-abnormal posture (MP:0001504), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), Microcephaly (HP:0000252)-abnormal cerebellar cortex morphology (MP:0004097), Macrotia (HP:0000400)-abnormal outer ear morphology (MP:0002177), 	
