#GENE_SYMBOL	ENTREZ_GENE_ID	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	EXOMISER_GENE_COMBINED_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
AMMECR1	9949	0.5001	0.9649	0.6840	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to PPT1 associated with Ceroid lipofuscinosis, neuronal, 1 (OMIM:256730): Mental deterioration (HP:0001268)-Psychomotor deterioration (HP:0002361), Seizure (HP:0001250)-Seizure (HP:0001250), Neurodegeneration (HP:0002180)-Increased neuronal autofluorescent lipopigment (HP:0002074), 	Proximity to PPT1 Seizure (HP:0001250)-seizures (MP:0002064), Neurodegeneration (HP:0002180)-neurodegeneration (MP:0002229), Abnormality of the cerebral white matter (HP:0002500)-abnormal cerebral cortex morphology (MP:0000788), 	
CCNB3	85417	0.5003	0.8736	0.4838	0.0000	0.0000	0.0000	0.5003	0.5003	1.0000	0					Proximity to CABLES1 Abnormality of the cerebral white matter (HP:0002500)-decreased hippocampal commissure size (MP:0008222), 	Proximity to CABLES1 Neurodegeneration (HP:0002180)-abnormal(ly) degenerate hindbrain (ZP:0006740), 
SLC38A5	92745	0.5002	0.8110	0.3451	0.0000	0.2395	0.0000	0.5002	0.5002	1.0000	0		Primary adrenal insufficiency (HP:0008207)-abnormal pancreatic alpha cell morphology (MP:0005216), 		Proximity to KCNJ11 associated with Autosomal dominant hyperinsulinism due to Kir6.2 deficiency (ORPHA:276580): Mental deterioration (HP:0001268)-Progressive neurologic deterioration (HP:0002344), Seizure (HP:0001250)-Seizure (HP:0001250), Primary adrenal insufficiency (HP:0008207)-Decreased circulating cortisol level (HP:0008163), 	Proximity to KCNJ11 Seizure (HP:0001250)-convulsive seizures (MP:0000947), 	Proximity to KCNJ11 Primary adrenal insufficiency (HP:0008207)-abnormal(ly) present in fewer numbers in organism pancreatic B cell (ZP:0001029), 
AMOT	154796	0.5002	0.6797	0.1363	0.0000	0.2633	0.0000	0.5002	0.5002	1.0000	0		Abnormality of the cerebral white matter (HP:0002500)-abnormal brain vasculature morphology (MP:0004950), 		Proximity to SLC6A1 associated with Myoclonic-astastic epilepsy (ORPHA:1942): Mental deterioration (HP:0001268)-Mental deterioration (HP:0001268), Seizure (HP:0001250)-Status epilepticus (HP:0002133), 	Proximity to SLC6A1 Mental deterioration (HP:0001268)-enhanced behavioral response to xenobiotic (MP:0009746), 	
PORCN	64840	0.2500	0.9534	0.1264	0.3840	0.3088	0.0000	0.5000	0.5000	0.5000	0	Focal dermal hypoplasia (OMIM:305600): Primary adrenal insufficiency (HP:0008207)-Supernumerary nipple (HP:0002558), Neurodegeneration (HP:0002180)-Optic atrophy (HP:0000648), Abnormality of the cerebral white matter (HP:0002500)-Agenesis of corpus callosum (HP:0001274), 	Abnormality of the cerebral white matter (HP:0002500)-abnormal midbrain-hindbrain boundary morphology (MP:0012132), 		Proximity to PPOX associated with Porphyria variegata (OMIM:176200): Psychosis (HP:0000709)-Psychosis (HP:0000709), 		
ALAS2	212	0.5179	0.6169	0.0963	0.1994	0.0000	0.0000	0.5179	0.5179	1.0000	0	Protoporphyria, erythropoietic, X-linked (OMIM:300752): Primary adrenal insufficiency (HP:0008207)-Elevated hepatic transaminase (HP:0002910), 			Proximity to ALAD associated with Porphyria due to ALA dehydratase deficiency (ORPHA:100924): Seizure (HP:0001250)-Seizure (HP:0001250), Psychosis (HP:0000709)-Psychosis (HP:0000709), 		
CT47B1	643311	0.0000	0.9964	0.0157	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
TSPAN6	7105	0.0000	0.9964	0.0157	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
AC244636.1	-1	0.0000	0.9885	0.0146	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IDS	3423	0.6617	0.1993	0.0101	0.6617	0.4094	0.0000	0.0000	0.6617	1.0000	0	Mucopolysaccharidosis II (OMIM:309900): Seizure (HP:0001250)-Seizure (HP:0001250), Primary adrenal insufficiency (HP:0008207)-Hepatomegaly (HP:0002240), Neurodegeneration (HP:0002180)-Neurodegeneration (HP:0002180), 	Mental deterioration (HP:0001268)-abnormal gait (MP:0001406), Abnormality of the cerebral white matter (HP:0002500)-abnormal brain morphology (MP:0002152), 				
STARD8	9754	0.5111	0.3373	0.0076	0.0000	0.0000	0.0000	0.5111	0.5111	1.0000	0					Proximity to NPAS3 Mental deterioration (HP:0001268)-abnormal behavioral response to xenobiotic (MP:0009745), Abnormality of the cerebral white matter (HP:0002500)-abnormal corpus callosum morphology (MP:0000780), 	
PRRG3	79057	0.0000	0.8074	0.0028	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
SPANXC	64663	0.0000	0.7661	0.0019	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
NBDY	550643	0.0000	0.7479	0.0016	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
FMR1	2332	0.6542	0.0000	0.0015	0.6164	0.6542	0.0000	0.5138	0.6542	1.0000	0	Fragile X tremor/ataxia syndrome (OMIM:300623): Mental deterioration (HP:0001268)-Dementia (HP:0000726), Primary adrenal insufficiency (HP:0008207)-Hypothyroidism (HP:0000821), Neurodegeneration (HP:0002180)-Diffuse cerebral atrophy (HP:0002506), 	Mental deterioration (HP:0001268)-increased exploration in new environment (MP:0001415), Seizure (HP:0001250)-convulsive seizures (MP:0000947), Abnormality of the cerebral white matter (HP:0002500)-abnormal hippocampal mossy fiber morphology (MP:0002761), 		Proximity to PURA associated with Mental retardation, autosomal dominant 31 (OMIM:616158): Seizure (HP:0001250)-Seizure (HP:0001250), 	Proximity to PURA Mental deterioration (HP:0001268)-abnormal posture (MP:0001504), Seizure (HP:0001250)-seizures (MP:0002064), Neurodegeneration (HP:0002180)-decreased Purkinje cell number (MP:0000880), Abnormality of the cerebral white matter (HP:0002500)-abnormal hippocampus morphology (MP:0000807), 	
HMGN1P34	-1	0.0000	0.7342	0.0014	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
ITIH6	347365	0.0000	0.6743	0.0008	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
FAM47A	158724	0.0000	0.6199	0.0005	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
CSF2RA	1438	0.5210	0.0000	0.0004	0.0000	0.0000	0.0000	0.5210	0.5210	1.0000	0					Proximity to ELAVL3 Mental deterioration (HP:0001268)-impaired coordination (MP:0001405), Seizure (HP:0001250)-nonconvulsive seizures (MP:0000948), 	
DIPK2B	79742	0.0000	0.5742	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
RAI2	10742	0.5013	0.0041	0.0003	0.0000	0.0000	0.0000	0.5013	0.5013	1.0000	0				Proximity to CDKL5 associated with Early infantile epileptic encephalopathy (ORPHA:1934): Seizure (HP:0001250)-Atonic seizure (HP:0010819), Primary adrenal insufficiency (HP:0008207)-Precocious puberty (HP:0000826), Neurodegeneration (HP:0002180)-Diffuse cerebral atrophy (HP:0002506), Abnormality of the cerebral white matter (HP:0002500)-Diffuse white matter abnormalities (HP:0007204), 	Proximity to CDKL5 Seizure (HP:0001250)-seizures (MP:0002064), 	
P2RY8	286530	0.5000	0.0000	0.0003	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to LEP associated with Obesity due to congenital leptin deficiency (ORPHA:66628): Primary adrenal insufficiency (HP:0008207)-Pituitary hypothyroidism (HP:0008245), 	Proximity to LEP Primary adrenal insufficiency (HP:0008207)-hypersecretion of corticosterone (MP:0001744), Abnormality of the cerebral white matter (HP:0002500)-abnormal cortical plate morphology (MP:0008439), 	
VCX	26609	0.5000	0.0000	0.0003	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to LYST associated with Chediak-Higashi syndrome (OMIM:214500): Seizure (HP:0001250)-Seizure (HP:0001250), Primary adrenal insufficiency (HP:0008207)-Jaundice (HP:0000952), Neurodegeneration (HP:0002180)-Neurodegeneration (HP:0002180), 	Proximity to LYST Mental deterioration (HP:0001268)-enhanced behavioral response to xenobiotic (MP:0009746), Abnormality of the cerebral white matter (HP:0002500)-abnormal hippocampal mossy fiber morphology (MP:0002761), 	
PASD1	139135	0.0000	0.5371	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
MTRNR2L10	100463488	0.0000	0.5353	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
ATP2B3	492	0.2555	0.0140	0.0000	0.2555	0.2365	0.0000	0.0000	0.2555	1.0000	0	?Spinocerebellar ataxia, X-linked 1 (OMIM:302500): Neurodegeneration (HP:0002180)-Cerebellar atrophy (HP:0001272), 	Mental deterioration (HP:0001268)-abnormal behavioral response to light (MP:0011275), 				
AC236972.4	-1	0.0000	0.2558	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
PDZD4	57595	0.0000	0.0017	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
GCNA	93953	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
