#GENE_SYMBOL	ENTREZ_GENE_ID	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	EXOMISER_GENE_COMBINED_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
EPPK1	83481	0.2502	0.9931	0.1726	0.0000	0.2502	0.0000	0.0000	0.2502	1.0000	0		Eczema (HP:0000964)-abnormal keratinocyte physiology (MP:0003453), 				
PLCL2	23228	0.2058	0.9972	0.1202	0.0000	0.2058	0.0000	0.0000	0.2058	1.0000	0		Thrombocytopenia (HP:0001873)-decreased mature B cell number (MP:0008211), 				
MUC3A	4584	0.1852	0.9663	0.0767	0.0000	0.1852	0.0000	0.0000	0.1852	1.0000	0		Eczema (HP:0000964)-abnormal coat/ hair morphology (MP:0000367), 				
LILRB1	10859	0.1630	0.9725	0.0652	0.0000	0.1630	0.0000	0.0000	0.1630	1.0000	0		Thrombocytopenia (HP:0001873)-increased B-1 B cell number (MP:0004977), 				
CFAP43	80217	0.0999	0.9956	0.0429	0.1999	0.0000	0.0000	0.0000	0.1999	0.5000	0	Spermatogenic failure 19 (OMIM:617592): Thrombocytopenia (HP:0001873)-Short sperm flagella (HP:0032559), Decreased mean platelet volume (HP:0005537)-Short sperm flagella (HP:0032559), 					
POTEH	23784	0.5000	0.4941	0.0278	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0					Proximity to TOM1L2 Eczema (HP:0000964)-dermatitis (MP:0001194), Thrombocytopenia (HP:0001873)-thrombocytopenia (MP:0003179), Decreased mean platelet volume (HP:0005537)-thrombocytopenia (MP:0003179), Otitis media (HP:0000388)-dermatitis (MP:0001194), Hematochezia (HP:0002573)-hemorrhage (MP:0001914), 	
AL356585.3	-1	0.0000	1.0000	0.0162	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
NF1P6	-1	0.0000	1.0000	0.0162	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
CBWD5	220869	0.0000	0.9941	0.0154	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGLV1-47	-1	0.0000	0.9941	0.0154	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
ANXA8	653145	0.0000	0.9921	0.0151	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGKV4-1	-1	0.0000	0.9911	0.0150	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
LILRA2	11027	0.1630	0.8017	0.0143	0.0000	0.1630	0.0000	0.0000	0.1630	1.0000	0		Thrombocytopenia (HP:0001873)-increased B-1 B cell number (MP:0004977), 				
GSTT4	25774	0.0000	0.9831	0.0139	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGHV2-70D	-1	0.0000	0.9828	0.0139	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGKV3-15	-1	0.0000	0.9770	0.0132	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
NBPF14	25832	0.0000	0.9767	0.0131	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
SCGB1C2	653486	0.0000	0.9761	0.0131	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
TBC1D3I	102724862	0.0000	0.9704	0.0124	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGHV1-24	-1	0.0000	0.9598	0.0113	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
GOLGA6L22	440243	0.0000	0.9544	0.0107	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
ZDHHC7	55625	0.0000	0.9511	0.0104	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGHV1-69D	-1	0.0000	0.9489	0.0102	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
FAM120B	84498	0.0000	0.9487	0.0102	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
AC135068.2	-1	0.0000	0.9105	0.0072	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
SPATA31A5	727905	0.0000	0.9073	0.0070	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
AP000436.1	-1	0.0000	0.8286	0.0034	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGHV4-61	-1	0.0000	0.8099	0.0029	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGHV1OR21-1	-1	0.0000	0.8040	0.0027	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
SPDYE6	729597	0.0000	0.8000	0.0026	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
NPIPB5	100132247	0.0000	0.7316	0.0014	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
LRRC37A3	374819	0.0000	0.6381	0.0006	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGHV2-70	-1	0.0000	0.4721	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
POTEB3	102724631	0.0000	0.2604	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
NBPF11	200030	0.0000	0.2099	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
FCGBP	8857	0.0000	0.1161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
